debate_title,date,year,actor,first_name,dialogue,is_candidate,party,is_winner,VP_debate,is_incumbent,word_count,vader_full,vader_sentiment,vader_label,bert_full,bert_raw,bert_sentiment,bert_label,diff_sentiment
1960_Kennedy_Nixon_1,1960-09-26,1960,Nixon,Richard,"It would be rather difficult to cover them in eight and- in two and a half minutes. I would suggest that these proposals could be mentioned. First, after each of my foreign trips I have made recommendations that have been adopted. For example, after my first trip abroad  abroad, I strongly recommended that we increase our exchange programs particularly as they related to exchange of persons of leaders in the labor field and in the information field. After my trip to South America, I made recommendations that a separate inter-American lending agency be set up which the South American nations would like much better than a lend- than to participate in the lending agencies which treated all the countries of the world the same. Uh  I have made other recommendations after each of the other trips; for example, after my trip abroad to Hungary I made some recommendations with regard to the Hungarian refugee situation which were adopted, not only by the President but some of them were enacted into law by the Congress. Within the Administration, as a chairman of the Presidents Committee on Price Stability and Economic Growth, I have had the opportunity to make recommendations which have been adopted within the Administration and which I think have been reasonably effective. I know Senator Kennedy suggested in his speech at Cleveland yesterday that that committee had not been particularly effective. I would only suggest that while we do not take the credit for it  I would not presume to  that since that committee has been formed the price line has been held very well within the United States.",True,Republican,False,False,False,270,"{'neg': 0.016, 'neu': 0.874, 'pos': 0.11, 'compound': 0.9749}",0.9749,positive,"{'neg': 0.09839999675750732, 'neu': 0.8235999941825867, 'pos': 0.07800000160932541}",-0.020329691469669342,-0.04063699191279542,neutral,1.0155369919127955
1960_Kennedy_Nixon_1,1960-09-26,1960,Kennedy,John,"Well, I would say in the latter that the  and thats what I found uh  somewhat unsatisfactory about the figures uh  Mr. Nixon, that you used in your previous speech, when you talked about the Truman Administration. You  Mr. Truman came to office in nineteen uh  forty-four and at the end of the war, and uh  difficulties that were facing the United States during that period of transition  1946 when price controls were lifted  so its rather difficult to use an overall figure taking those seven and a half years and comparing them to the last eight years. I prefer to take the overall percentage record of the last twenty years of the Democrats and the eight years of the Republicans to show an overall period of growth. In regard to uh  price stability uh  Im not aware that that committee did produce recommendations that ever were certainly before the Congress from the point of view of legislation in regard to controlling prices. In regard to the exchange of students and labor unions, I am chairman of the subcommittee on Africa and I think that one of the most unfortunate phases of our policy towards that country was the very minute number of exchanges that we had. I think its true of Latin America also. We did come forward with a program of students for the Congo of over three hundred which was more than the federal government had for all of Africa the previous year, so that I dont think that uh  we have moved at least in those two areas with sufficient vigor.",True,Democratic,True,False,False,265,"{'neg': 0.044, 'neu': 0.896, 'pos': 0.06, 'compound': 0.3008}",0.3008,positive,"{'neg': 0.4855000078678131, 'neu': 0.4934000074863434, 'pos': 0.0210999995470047}",-0.46436271630227566,-0.7299990977286684,negative,1.0307990977286685
1960_Kennedy_Nixon_1,1960-09-26,1960,Smith,,The next question to Senator Kennedy from Mr. Warren.,False,,False,False,False,9,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,"{'neg': 0.008200000040233135, 'neu': 0.9391999840736389, 'pos': 0.05260000005364418}",0.044331979006528854,0.08843234837102452,positive,-0.08843234837102452
1960_Kennedy_Nixon_1,1960-09-26,1960,Warren,,"Uh  Senator Kennedy, during your brief speech a few minutes ago you mentioned farm surpluses.",False,,False,False,False,15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,"{'neg': 0.1981000006198883, 'neu': 0.7857999801635742, 'pos': 0.016100000590085983}",-0.1820234563201666,-0.34877367272158316,negative,0.34877367272158316
1960_Kennedy_Nixon_1,1960-09-26,1960,Kennedy,John,Thats correct.,True,Democratic,True,False,False,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,"{'neg': 0.03880000114440918, 'neu': 0.6026999950408936, 'pos': 0.35839998722076416}",0.3195870779454708,0.5643369827718272,positive,-0.5643369827718272
1960_Kennedy_Nixon_1,1960-09-26,1960,Warren,,"Id like to ask this: Its a fact, I think, that presidential candidates traditionally make promises to farmers. Lots of people, I think, dont understand why the government pays farmers for not producing certain crops or paying farmers if they overproduce for that matter. Now, let me ask, sir, why cant the farmer operate like the business man who operates a factory? If an auto company overproduces a certain model car Uncle Sam doesnt step in and buy up the surplus. Why this constant courting of the farmer?",False,,False,False,False,88,"{'neg': 0.04, 'neu': 0.859, 'pos': 0.101, 'compound': 0.6632}",0.6632,positive,"{'neg': 0.4587000012397766, 'neu': 0.5149999856948853, 'pos': 0.02630000002682209}",-0.4324169307947159,-0.6987398269441445,negative,1.3619398269441445
1960_Kennedy_Nixon_1,1960-09-26,1960,Kennedy,John,"Well, because I think that if the federal government moved out of the program and withdrew its supports uh  then I think you would have complete uh  economic chaos. The farmer plants in the spring and harvests in the fall. There are hundreds of thousands of them. They really dont  theyre not able to control their market very well. They bring their crops in or their livestock in, many of them about the same time. They have only a few purchasers that buy their milk or their hogs  a few large companies in many cases  and therefore the farmer is not in a position to bargain very effectively in the market place. I think the experience of the twenties has shown what a free market could do to agriculture. And if the agricultural economy collapses, then the economy of the rest of the United States sooner or later will collapse. The farmers are the number one market for the automobile industry of the United States. The automobile industry is the number one market for steel. So if the farmers economy continues to decline as sharply as it has in recent years, then I think you would have a recession in the rest of the country. So I think the case for the government intervention is a good one. Secondly, my objection to present farm policy is that there are no effective controls to bring supply and demand into better balance. The dropping of the support price in order to limit production does not work, and we now have the highest uh  surpluses  nine billion dollars worth. Weve had a uh  higher tax load from the Treasury for the farmer in the last few years with the lowest farm income in many years. I think that this farm policy has failed. In my judgment the only policy that will work will be for effective supply and demand to be in balance. And that can only be done through governmental action. I therefore suggest that in those basic commodities which are supported, that the federal government, after endorsement by the farmers in that commodity, attempt to bring supply and demand into balance  attempt effective production controls  so that we wont have that five or six per cent surplus which breaks the price fifteen or twenty per cent. I think Mr. Bensons program has failed. And I must say, after reading the Vice Presidents speech before the farmers, as he read mine, I dont believe that its very much different from Mr. Bensons. I dont think it provides effective governmental controls. I think the support prices are tied to the average market price of the last three years, which was Mr. Bensons theory. I therefore do not believe that this is a sharp enough breach with the past to give us any hope of success for the future.",True,Democratic,True,False,False,475,"{'neg': 0.055, 'neu': 0.824, 'pos': 0.122, 'compound': 0.9837}",0.9837,positive,"{'neg': 0.4343999922275543, 'neu': 0.32820001244544983, 'pos': 0.23739999532699585}",-0.19703342020511627,-0.3748609105059061,negative,1.358560910505906
1960_Kennedy_Nixon_1,1960-09-26,1960,Smith,,"Mr. Nixon, comment? MR. NIXON; I of course disagree with Senator Kennedy insofar as his suggestions as to what should be done uh  with re- on the farm program. He has made the suggestion that what we need is to move in the direction of more government controls, a suggestion that would also mean raising prices uh  that the consumers pay for products and im- and imposing upon the farmers uh  controls on acreage even far more than they have today. I think this is the wrong direction. I dont think this has worked in the past; I do not think it will work in the future. The program that I have advocated is one which departs from the present program that we have in this respect. It recognizes that the government has a responsibility to get the farmer out of the trouble he presently is in because the government got him into it. And thats the fundamental reason why we cant let the farmer go by himself at the present time. The farmer produced these surpluses because the government asked him to through legislation during the war. Now that we have these surpluses, its our responsibility to indemnify the farmer during that period that we get rid of the farmer uh  the surpluses. Until we get the surpluses off the farmers back, however, we should have a program such as I announced, which will see that farm income holds up. But I would propose holding that income up not through a type of program that Senator Kennedy has suggested that would raise prices, but one that would indemnify the farmer, pay the farmer in kind uh  from the products which are in surplus.",False,,False,False,False,284,"{'neg': 0.043, 'neu': 0.933, 'pos': 0.024, 'compound': -0.0612}",-0.0612,negative,"{'neg': 0.5753999948501587, 'neu': 0.4106999933719635, 'pos': 0.013899999670684338}",-0.5614355998113751,-0.8085652999197683,negative,0.7473652999197683
1960_Kennedy_Nixon_1,1960-09-26,1960,Smith,,The next question to Vice President Nixon from Mr. Vanocur.,False,,False,False,False,10,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,"{'neg': 0.010200000368058681, 'neu': 0.9369999766349792, 'pos': 0.052799999713897705}",0.042660655453801155,0.08511487341896244,positive,-0.08511487341896244
1960_Kennedy_Nixon_1,1960-09-26,1960,Vanocur,,"Uh  Mr. Vice President, since the question of executive leadership is a very important campaign issue, Id like to follow Mr. Novins question. Now, Republican campaign slogans  youll see them on signs around the country as you did last week  say its experience that counts  thats over a picture of yourself; sir uh  implying that youve had more governmental executive decision-making uh  experience than uh  your opponent. Now, in his news conference on August twenty-fourth, President Eisenhower was asked to give one example of a major idea of yours that he adopted. His reply was, and Im quoting; If you give me a week I might think of one. I dont remember. Now that was a month ago, sir, and the President hasnt brought it up since, and Im wondering, sir, if you can clarify which version is correct  the one put out by Republican campaign leaders or the one put out by President Eisenhower?",False,,False,False,False,155,"{'neg': 0.0, 'neu': 0.97, 'pos': 0.03, 'compound': 0.5563}",0.5563,positive,"{'neg': 0.0812000036239624, 'neu': 0.7944999933242798, 'pos': 0.12430000305175781}",0.043067894876003265,0.08592339550845002,positive,0.47037660449155
1960_Kennedy_Nixon_1,1960-09-26,1960,Nixon,Richard,"Well, I would suggest, Mr. Vanocur, that uh  if you know the President, that was probably a facetious remark. Uh  I would also suggest that insofar as his statement is concerned, that I think it would be improper for the President of the United States to disclose uh  the instances in which members of his official family had made recommendations, as I have made them through the years to him, which he has accepted or rejected. The President has always maintained and very properly so that he is entitled to get what advice he wants from his cabinet and from his other advisers without disclosing that to anybody  including as a matter of fact the Congress. Now, I can only say this. Through the years I have sat in the National Security Council. I have been in the cabinet. I have met with the legislative leaders. I have met with the President when he made the great decisions with regard to Lebanon, Quemoy and Matsu, other matters. The President has asked for my advice. I have given it. Sometimes my advice has been taken. Sometimes it has not. I do not say that I have made the decisions. And I would say that no president should ever allow anybody else to make the major decisions, The president only makes the decisions. All that his advisers do is to give counsel when he asks for it. As far as what experience counts and whether that is experience that counts, that isnt for me to say. Uh  I can only say that my experience is there for the people to consider; Senator Kennedys is there for the people to consider. As he pointed out, we came to the Congress in the same year. His experience has been different from mine. Mine has been in the executive branch. His has been in the legislative branch. I would say that the people now have the opportunity to evaluate his as against mine and I think both he and I are going to abide by whatever the people decide.",True,Republican,False,False,False,344,"{'neg': 0.016, 'neu': 0.918, 'pos': 0.066, 'compound': 0.9186}",0.9186,positive,"{'neg': 0.19990000128746033, 'neu': 0.7548999786376953, 'pos': 0.04520000144839287}",-0.1547531634569168,-0.29998791761863125,negative,1.2185879176186312
1960_Kennedy_Nixon_1,1960-09-26,1960,Smith,,Senator Kennedy.,False,,False,False,False,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,"{'neg': 0.05920000001788139, 'neu': 0.8585000038146973, 'pos': 0.08229999989271164}",0.023147642612457275,0.04626223937852864,neutral,-0.04626223937852864
1960_Kennedy_Nixon_1,1960-09-26,1960,Kennedy,John,"Well, Ill just say that the question is of experience and the question also is uh  what our judgment is of the future, and what our goals are for the United States, and what ability we have to implement those goals. Abraham Lincoln came to the presidency in 1860 after a rather little known uh  session in the House of Representatives and after being defeated for the Senate in fifty-eight and was a distinguished president. Theres no certain road to the presidency. There are no guarantees that uh  if you take uh  one road or another that you will be a successful president. I have been in the Congress for fourteen years. I have voted in the last uh  eight years uh  and the Vice President was uh  presiding over the Senate and meeting his other responsibilities. I have met met uh  decisions over eight hundred times on matters which affect not only the domestic security of the United States, but as a member of the Senate Foreign Relations Committee. The question really is: which candidate and which party can meet the problems that the United States is going to face in the sixties?",True,Democratic,True,False,False,194,"{'neg': 0.053, 'neu': 0.845, 'pos': 0.103, 'compound': 0.8047}",0.8047,positive,"{'neg': 0.05310000106692314, 'neu': 0.8479999899864197, 'pos': 0.09889999777078629}",0.04575943201780319,0.09126420558696524,positive,0.7134357944130347
1960_Kennedy_Nixon_1,1960-09-26,1960,Smith,,The next question to Senator Kennedy from Mr. Novins.,False,,False,False,False,9,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,"{'neg': 0.011300000362098217, 'neu': 0.9413999915122986, 'pos': 0.04729999974370003}",0.03595841955393553,0.07179310968289748,positive,-0.07179310968289748
1960_Kennedy_Nixon_1,1960-09-26,1960,Novins,,"Senator Kennedy, in connection with these problems of the future that you speak of, and the program that you enunciated earlier in your direct talk, you call for expanding some of the welfare programs for schools, for teacher salaries, medical care, and so forth; but you also call for reducing the federal debt. And Im wondering how you, if youre president in January, would go about paying the bill for all this. Does this mean that you?",False,,False,False,False,77,"{'neg': 0.063, 'neu': 0.911, 'pos': 0.026, 'compound': -0.4588}",-0.4588,negative,"{'neg': 0.07590000331401825, 'neu': 0.845300018787384, 'pos': 0.07880000025033951}",0.002819471061229706,0.0056388823548159505,neutral,-0.46443888235481595
1960_Kennedy_Nixon_1,1960-09-26,1960,Kennedy,John,"I didnt indicate. I did not advocate reducing the federal debt because I dont believe that youre going to be able to reduce the federal debt very much in nineteen sixty-one, two, or three. I think you have heavy obligations which affect our security, which were going to have to meet. And therefore Ive never suggested we should uh  be able to retire the debt substantially, or even at all in nineteen sixty-one or two.",True,Democratic,True,False,False,75,"{'neg': 0.098, 'neu': 0.871, 'pos': 0.031, 'compound': -0.6249}",-0.6249,negative,"{'neg': 0.5999000072479248, 'neu': 0.37950000166893005, 'pos': 0.020500000566244125}",-0.5794090237468481,-0.8206543166940878,negative,0.19575431669408783
1960_Kennedy_Nixon_1,1960-09-26,1960,Novins,,"Senator, I believe in  in one of your speeches",False,,False,False,False,9,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,"{'neg': 0.006800000090152025, 'neu': 0.25360000133514404, 'pos': 0.7396000027656555}",0.7328336914069951,0.8987477331462603,positive,-0.8987477331462603
1960_Kennedy_Nixon_1,1960-09-26,1960,Kennedy,John,"No, never.",True,Democratic,True,False,False,2,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}",-0.296,negative,"{'neg': 0.35929998755455017, 'neu': 0.4767000079154968, 'pos': 0.16410000622272491}",-0.1951884925365448,-0.37168517802671275,negative,0.07568517802671276
1960_Kennedy_Nixon_1,1960-09-26,1960,Novins,, you suggested that reducing the interest rate would help toward,False,,False,False,False,10,"{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.6908}",0.6908,positive,"{'neg': 0.0430000014603138, 'neu': 0.7815999984741211, 'pos': 0.1754000037908554}",0.1323440857231617,0.2586752842120814,positive,0.43212471578791856
